"Khandi Alexander","I have deep comedic roots, and I want to be funny.","Funny,Deep,Roots"
"Jason Alexander","I'm always more motivated by the pain of a funny character than by what makes him funny.","Funny,Character,Pain"
"Lily Aldridge","I love doing Pilates and dance. It's fun to mix things up and change your program every ten days.","Love,Change,Fun"
"Gary Allan","No matter who you meet in life, you take something from them, positive or negative.","Life,Positive,Matter"
"Christa B. Allen","I think the years leading up to 21 were a bit more fun than 21 and beyond might be.","Fun,Might,Bit"
"George Allen","I have always advocated for funding and programs that increase our productivity and competitiveness.","Increase,Programs,Funding"
"Alan Alda","I'm in the real world, some people try to steal from me, and I stop them, frequently, take them to court. I love a good lawsuit. It's fun.","Love,Good,Fun"
"George Allen, Sr.","Work hard, stay positive, and get up early. It's the best part of the day.","Positive,Work,Best"
"James Allen","For true success ask yourself these four questions: Why? Why not? Why not me? Why not now?","Success,Yourself,True"
"Kris Allen","It would be fun to write with Adele, actually. She seems like a fun girl to write with.","Fun,Girl,Seems"
"Lily Allen","I never go out to be photographed, never. I go to events because they're fun.","Fun,Events"
"Tim Allen","Men are liars. We'll lie about lying if we have to. I'm an algebra liar. I figure two good lies make a positive.","Funny,Positive,Good"
"Tim Allen","I'm an algebra liar. I figure two good lies make a positive.","Positive,Good,Liar"
"Henry Allingham","Seeing the funny side of life is useful, and I've always had a sense of humour.","Life,Funny,Sense"
"GG Allin","I don't want people to think that I can't make fun of myself.",Fun
"Woody Allen","Eighty percent of success is showing up.","Success,Percent,Showing"
"Kirstie Alley","You'll never be disappointed if you always keep an eye on uncharted territory, where you'll be challenged and growing and having fun.","Fun,Growing,Eye"
"Mose Allison","It's as much fun as it ever was, you know, once I get there. Gettin' there is a little harder.","Fun,Once,Harder"
"Mose Allison","There's a lot of terrible things goin' on all the time, but you gotta try and have some fun in the end.","Time,End,Fun"
"Dorothy Allison","It's fun to tease people about where fiction and life intersect.","Life,Fun,Fiction"
"Dorothy Allison","If you write a book that's as powerful and successful as 'Bastard,' there's a strong desire to prove there's something else.","Strong,Successful,Book"
"June Allyson","Because of the wealth of fine music spread through the film, working on it held all the fun and excitement of attending a great concert.","Music,Great,Fun"
"Gordon W. Allport","Self-love, it is obvious, remains always positive and active in our natures.","Positive,Remains,Obvious"
"Chris Van Allsburg","I have very positive memories of reading biographies of unusual Americans as a child.","Positive,Child,Reading"
"Maria Conchita Alonso","It doesn't really matter where the opportunity comes from, as long as I have fun doing the work.","Work,Fun,Matter"
"Walt Alston","Look at misfortune the same way you look at success - Don't Panic! Do you best and forget the consequences.","Success,Best,Forget"
"James Altucher","Do what you do with love, and success is a natural symptom.","Love,Success,Natural"
"Luther Allison","I think I'm the most positive guy still going in my generation, and I'm out there to prove that.","Positive,Guy,Generation"
"Joseph Altuzarra","In architecture and interiors, as well as fashion, there is an interaction that is both functional and aesthetic.","Both,Fashion,Aesthetic"
"Joseph Altuzarra","My mother has a very chic sense of style, but she also has high expectations for her clothes to be functional and practical.","Mother,Sense,Her"
"Dhirubhai Ambani","The success of the young entrepreneur will be the key to India's transformation in the new millennium.","Success,Key,India"
"Mukesh Ambani","Essentially, whoever is successful, whoever is going to do things that make a difference, is going to be talked about.","Successful,Difference,Whoever"
"Mukesh Ambani","I think that our fundamental belief is that for us growth is a way of life and we have to grow at all times.","Life,Times,Grow"
"Stephen Ambrose","The number one secret of being a successful writer is this: marry an English major.","Successful,Secret,Writer"
"Robbie Amell","My girlfriend doesn't think I'm funny at all.","Funny,Girlfriend"
"Alessandra Ambrosio","I love everybody that I work with, and we have so much fun.","Love,Work,Fun"
"Martin Amis","Like fundamentalist Judaism and medieval Christianity, Islam is totalist. That is to say, it makes a total claim on the individual.","Islam,Individual,Total"
"Anthony Anderson","I realized my family was funny, because nobody ever wanted to leave our house.","Family,Funny,Leave"
"Anthony Anderson","It's sort of an action flick. You can't be that funny trying to steal diamonds.","Funny,Action,Sort"
"Anthony Anderson","I'm not a comedian. I'm an actor who just happens to be funny on occasion.","Funny,Happens,Comedian"
"Anthony Anderson","They gave us the freedom just to play and have fun.","Freedom,Fun,Gave"
"Brady Anderson","It's so funny that people specify that year because in a way it was the biggest battle for me health wise.","Funny,Health,Wise"
"Clive Anderson","You can be a famous poisoner or a successful poisoner, but not both, and the same seems to apply to Great Train Robbers.","Great,Famous,Successful"
"Laurie Halse Anderson","I reach for funny books all the time to help me get through life.","Life,Funny,Time"
"Margaret Anderson","My greatest enemy is reality. I have fought it successfully for thirty years.","Greatest,Enemy,Reality"
"Louie Anderson","Well, isn't every successful person in every family the bankbook?","Family,Successful"
"Pamela Anderson","I am the ultimate California girl, which is funny, being that I'm Canadian.","Funny,Girl,Ultimate"
"Sparky Anderson","Baseball is a simple game. If you have good players and if you keep them in the right frame of mind then the manager is a success.","Success,Good,Mind"
"Tadao Ando","There is a role and function for beauty in our time.","Beauty,Time,Role"
"Ursula Andress","This bikini made me a success.","Success,Bikini"
"Criss Angel","I worked 18 years to become an overnight success. Now MagicPlace.com will short circuit that process for people.","Success,Short,Process"
"Victoria de los Angeles","And finally I begin to have such a success in my examinations that I found myself in a career you see.","Success,Career,Found"
"Odette Annable","I had always wanted to lend my voice to a character. I did a voice for this video game, called 'Fallout 3,' and that was really fun.","Character,Fun,Game"
"Kurt Angle","I love doing funny promos like the ones I did wrestling Rey Mysterio.","Love,Funny,Wrestling"
"Jennifer Aniston","Life can be dramatic and funny all in the same day.","Life,Funny,Dramatic"
"Aziz Ansari","I was a dishwasher at one of those Japanese places that cook on your table. Not too fun.","Fun,Places,Cook"
"Aziz Ansari","With stand-up, it's more interesting to hear about people's failures than their successes.","Hear,Failures,Successes"
"Phil Anselmo","I'm a bad pessimist. I don't think about how successful any record I've ever done is going to do before it came out.","Bad,Successful,Came"
"Francesca Annis","However successful you are, there is no substitute for a close relationship. We all need them.","Dating,Successful,Close"
"Francesca Annis","The funny thing is I'm not bothered or sad about being on my own - after all I've never had a husband.","Funny,Sad,Husband"
"Marc Anthony","My mum always told me 95 per cent of success was partnering well.","Success,Per,Mum"
"David Antin","I'm not sure what theory is, unless it's the pursuit of fundamental questions.","Sure,Unless,Questions"
"Carmelo Anthony","I like having fun.",Fun
"Steve Aoki","Vegas is a very fickle market that's about fun. It will change to what people want.","Change,Fun,Market"
"Judd Apatow","College is the reward for surviving high school. Most people have great fun stories from college and nightmare stories from high school.","Great,Fun,High"
"Judd Apatow","To me, I've never understood why there is any question about are women as funny as men.","Funny,Men,Women"
"Judd Apatow","I wanted to see how funny I could be without making the choice that every 10 minutes something big and visual had to happen.","Funny,Happen,Choice"
"Judd Apatow","I put on a big show when I write something I think is funny.",Funny
"Antonio Lobo Antunes","It's funny - my wife is more jealous of my books than of other women because I'm always working and thinking about my books.","Funny,Women,Thinking"
"Michael Arad","I believe that people are fundamentally are decent. And, yes, you will have people that sometimes will misbehave.","Yes,Decent,Misbehave"
"Sherry Argov","There is a fundamental difference between men and women - women need romance, men need intrigue.","Men,Women,Difference"
"Shari Arison","Sustainability is the key to our survival on this planet and will also determine success on all levels.","Success,Key,Survival"
"Shari Arison","I have always wanted to be a catalyst for bringing about positive change, inspiring others to choose goodness.","Change,Positive,Others"
"Karen Armstrong","Fundamentalists are not friends of democracy. And that includes your fundamentalists in the United States.","Friends,Democracy,United"
"Neil Armstrong","I was elated, ecstatic and extremely surprised that we were successful.","Successful,Extremely,Surprised"
"Desi Arnaz","The success of I Love Lucy is something that happens only once in a lifetime, if you are fortunate enough to have it happen at all.","Love,Success,Enough"
"David Arquette","When you're just an actor, maybe not the top of the list guys, you get constant rejection and it's fun.","Fun,Maybe,Rejection"
"Gloria Macapagal Arroyo","I sow; my successor reaps. This is the majesty of democracy.","Democracy,Sow,Majesty"
"Yann Arthus-Bertrand","To have success in your professional life is not so hard. To succeed as a man is more difficult.","Life,Success,Difficult"
"Mary Kay Ash","Honesty is the cornerstone of all success, without which confidence and ability to perform shall cease to exist.","Success,Confidence,Honesty"
"Hal Ashby","I basically have a very positive philosophy of life, because I don't feel I have anything to lose. Most things are going to turn out okay.","Life,Positive,Lose"
"Arthur Ashe","One important key to success is self-confidence. An important key to self-confidence is preparation.","Success,Key"
"Arthur Ashe","I guess I started too early because I just thought it was something fun to do.","Fun,Started,Early"
"Matthew Ashford","It's a rare thing to find somebody you can work with, work off of, and have fun with.","Work,Fun,Somebody"
"Shawn Ashmore","I think it's more fun to play a hero with an edge.","Fun,Hero,Edge"
"Sylvia Ashton-Warner","I am inclined to think that eating is a private thing and should be done alone, like other bodily functions.","Alone,Private,Eating"
"Jules Asner","I like smart, funny, self-deprecating men.","Funny,Men,Smart"
"Isaac Asimov","The most exciting phrase to hear in science, the one that heralds new discoveries, is not 'Eureka!' but 'That's funny...'","Science,Funny,Eureka"
"Armand Assante","I don't champion the idea of being in a Hollywood movie. I never had fun in one of them.","Fun,Idea,Movie"
"Mackenzie Astin","I technically have two last names, which is a lot of fun when you're making airline reservations.","Fun,Last,Names"
"Rick Astley","I'd had my time in the charts and made loads of money. I was no longer hungry for success.","Success,Time,Money"
"Nancy Astor","The penalty of success is to be bored by people who used to snub you.","Success,Bored,Penalty"
"Rodney Atkins","I guess I do prefer a ball cap. I have performed without a cap, mostly at funerals and weddings.","Guess,Prefer,Ball"
"Dave Attell","I'm not a movie guy, I'm not a TV sitcom guy, but whatever seems to fit and is funny is good for me.","Funny,Good,Whatever"
"Jami Attenberg","In your 40s, you shed those who bring you down and surround yourself with the most positive people you know.","Positive,Yourself,Bring"
"Richard Attias","Even an unsuccessful Olympic bid can be the source of change within a city if organizers adhere to their vision.","Change,Within,Vision"
"Richard Attias","Improving Africa's farming sector would have multiple positive outcomes for African people.","Positive,Africa,African"
"Raymond Aubrac","You know, in life there are only three or four fundamental decisions to make. The rest is just luck.","Life,Three,Rest"
"Colleen Atwood","It actually is as fun to make men's costumes, especially if they are as good-looking as Chris Hemsworth.","Men,Fun,Chris"
"Kevyn Aucoin","I'd rather have huge success and huge failures than travel in the middle of the road.","Success,Travel,Rather"
"Francis Aungier","With a group of bankers I always had the feeling that success was measured by the extent one gave nothing away.","Success,Away,Feeling"
"Jean M. Auel","Aside from sales, the letters from readers have been primarily positive.","Positive,Sales,Readers"
"Paul Auster","The funny thing is that I feel close to all my characters. Deep, deep inside them all.","Funny,Deep,Characters"
"Dan Auerbach","A Grammy is really nice, but having lots of fans is really nice, too. I think just getting a record out is a success on its own.","Success,Nice,Getting"
"Jane Austen","Life seems but a quick succession of busy nothings.","Life,Busy,Seems"
"Frankie Avalon","They weren't great pictures, but they were fun, and they really represented that period of time well.","Time,Great,Fun"
"Scott Aukerman","I'm not the type of guy who's funny in the room. I'm the guy who's funny late at night on a computer, trying to construct jokes.","Funny,Night,Guy"
"Tex Avery","Let's make some funny pictures.","Funny,Pictures"
Avicii,"I love DJing, I do. I love everything that comes with it; it's fun and it's kind of glamorous.","Love,Fun,Glamorous"
"Victoria Azarenka","I just want to have fun.",Fun
"Iggy Azalea","There are many females in my life I couldn't function on a daily basis without who I've purposely put there that work with me.","Life,Work,Daily"
"Ben Schwartz","I love doing comedy. One of my favorite things in the world is to do 'Parks and Recreation'; a big fun character.","Love,Character,Fun"
"Rashid al-Ghannushi","I hope that with the success of the transition to democracy in Tunisia that we will export to Egypt a working democratic model.","Success,Hope,Democracy"
"Manal al-Sharif","Women tell me they are different since 21 May - the day I was arrested - it's a positive change, they believe now.","Change,Positive,Women"
"Ali Babacan","Islam and democracy can function together.","Together,Democracy,Islam"
"Ali Babacan","Those looking from Europe see Turkey as an economic success, whereas others from the Middle East see Turkey as a democratic success.","Success,Others,Looking"
"Ali Babacan","Turkey shares Europe's fundamental values of democracy and the rule of law.","Law,Democracy,Values"
"Roger Babson","It is wise to keep in mind that neither success nor failure is ever final.","Failure,Success,Wise"
"Roger Babson","The successful man is the one who had the chance and took it.","Successful,Chance,Took"
"Roger Babson","Keep in mind that neither success nor failure is ever final.","Success,Failure,Mind"
"Gaston Bachelard","The great function of poetry is to give back to us the situations of our dreams.","Dreams,Great,Poetry"
"Randy Bachman","When you get successful, you can do pretty much whatever you want.","Successful,Pretty,Whatever"
"Randy Bachman","You take all the things that frighten you, and when you can get them to work for you all of sudden people are calling you a success.","Success,Work,Calling"
"Jim Backus","Many a man owes his success to his first wife and his second wife to his success.","Success,Wife,Second"
"Douglas Bader","The successful pilots succeeded because they did not open fire until they were close to the target.","Successful,Until,Fire"
"Kevin Bacon","I would say invisibility would be sort of a fun power to have just to see what it was like to move through the world and not be looked at.","Power,Fun,Move"
"Michael Badnarik","The government never does anything successfully.",Government
"Erykah Badu","I planned my success. I knew it was going to happen.","Success,Happen,Knew"
"Samina Baig","Women need opportunity and encouragement. If a girl can climb mountains, she can do anything positive within her field of work.","Positive,Work,Women"
"David Bailey","A positive attitude can really make dreams come true - it did for me.","Attitude,Dreams,Positive"
"Laura Bailey","It's fun to grow with a character over the course of a TV series. Video games are usually a much more condensed process.","Character,Fun,Grow"
"Adrienne Bailon","I see my sister, and she's on her second baby, and I'm like, 'That's success.' Having a family - I can't wait for that.","Success,Family,Her"
"Adrienne Bailon","Understand that life is journey. I haven't achieved the success I wanted to achieve yet, but that's OK - it's coming.","Life,Success,Understand"
"Oksana Baiul","I skate now for fun and to keep myself in shape.","Fun,Shape,Skate"
"Anita Baker","I'm picking and choosing in terms of the stress factor. If it's not fun, I'm not going to do it.","Fun,Stress,Terms"
"Anita Baker","I used to sing at funeral homes for families that didn't have a vocalist. I didn't get paid. I needed to sing.","Sing,Paid,Needed"
"Rick Baker","It's fun doing new things.",Fun
"Rick Baker","It's a funny relationship that makeup artists have. I always feel kind of like a dentist. People look at me and think of pain.","Funny,Pain,Artists"
"Rick Baker","I do a lot of CG stuff for fun.","Fun,Stuff"
"Russell Baker","Newspaper people, once celebrated as founts of ribald humor and uncouth fun, have of late lost all their gaiety, and small wonder.","Humor,Fun,Once"
"Stephen Baker","Even though I'm retired for some years now I still have something positive to say to kids. And they still listen.","Positive,Kids,Though"
"Tom Baker","It's funny, in literature no one ever goes to the lavatory.","Funny,Goes,Literature"
"Tom Baker","I am a one success man.",Success
"Tom Baker","One longs to be funny, to make people laugh. Laughter is such a sign of approval, isn't it?","Funny,Laugh,Laughter"
"Scott Bakula","By all standards, except for 'Star Trek' standards, 98 episodes of any television show is a wildly successful run.","Successful,Run,Star"
"John Baldessari","When I went to art school, I was just having fun. I realised that was the last chance I had, and then I would have to get a job.","Art,Fun,Last"
"Adam Baldwin","I'm like a fungus; you can't get rid of me.","Rid,Fungus"
"James A. Baldwin","I've always believed that you can think positive just as well as you can think negative.","Positive,Negative,Believed"
"Ireland Baldwin","Life's too short not to have fun with what you wear.","Life,Fun,Short"
"Daniel Baldwin","The one thing that disturbs me about Alec is that people don't realize that he's really funny.","Funny,Realize,Alec"
"Jan Peter Balkenende","Bitter experience has taught us how fundamental our values are and how great the mission they represent.","Experience,Great,Values"
"Christian Bale","I find what I do for a living really funny. I mean, acting is kind of a hilarious thing for a grown man to call a job.","Funny,Living,Mean"
"Alan Ball","Not everything is going to be successful. To strive for that is really naive. You just do the best you can do.","Best,Successful,Naive"
"Lucille Ball","I'm not funny. What I am is brave.","Humor,Funny,Brave"
"Afrika Bambaataa","I'm the renegade of funk. I've made house, techno, rock, funk, reggae... That's why I've been on so many different labels.","Rock,House,Reggae"
"Maria Bamford","As far as I can tell, comedians are pretty serious people, and that's why they make fun of things all of the time.","Time,Fun,Pretty"
"Elizabeth Banks","Every once in a while I play a true idiot, and they're really fun to play.","True,Fun,Once"
"Elizabeth Banks","When you live in a leading lady's body, which I do, you have to constantly prove that you are funny.","Funny,Body,Lady"
"Tyra Banks","Stop saying these negative things about yourself. Look in the mirror and find something about yourself that's positive and celebrate that!","Positive,Yourself,Saying"
"Ehud Barak","I don't do anything to impress anyone, quite successfully I can tell you.","Anyone,Quite,Impress"
"Robert Barany","I was now successful in proving that a direction of movement is localized in the cerebellum.","Successful,Direction,Movement"
"Tiki Barber","I have a need to do something and know I can be successful.",Successful
"Tiki Barber","I grew up playing sports. There is a clear line between success and failure.","Success,Sports,Failure"
"Joseph Barbera","Making cartoons means very hard work at every step of the way, but creating a successful cartoon character is the hardest work of all.","Work,Character,Successful"
"Haley Barbour","The decision is 'trust fund' versus 'no more Medicaid' - and that shouldn't be a tough decision.","Trust,Decision,Tough"
"Joel A. Barker","Your successful past will block your visions of the future.","Future,Successful,Past"
"Ronnie Barker","I suppose I would like to be remembered as one of the funniest men that people have seen on television.","Men,Seen,Television"
"Charles Barkley","This place? Nothing positive. OK, I want to say something positive. It's positively a dump.","Positive,Ok,Dump"
"John Perry Barlow","The Internet treats censorship as a malfunction and routes around it.","Technology,Internet,Censorship"
"Thomas P. M. Barnett","Transnational terrorism, in the form of the Salafi Jihadist movement, is fundamentally a function of globalization.","Terrorism,Movement,Function"
"Bob Barr","Accepting federal funding undermines state sovereignty as states become beholden to federal requirements in order to keep the money flowing.","Money,State,Order"
"Roseanne Barr","I never do anything fun, because I'm a housewife. I hate that word 'housewife.' I prefer to be called 'domestic goddess.'","Hate,Fun,Word"
"Roseanne Barr","I want to eat, cook, meet famous people and make fun of them.","Famous,Fun,Eat"
"Maria Canals Barrera","I used to watch my Cuban mother getting ready singing 'Dos Gardenias,' so to me fashion has always been fun.","Mother,Fun,Getting"
"Dave Barry","Skiing combines outdoor fun with knocking down trees with your face.","Sports,Fun,Face"
"Dave Barry","Scientists now believe that the primary biological function of breasts is to make males stupid.","Stupid,Function,Scientists"
"Kevin Barry","Don DeLillo's 'White Noise,' which I read when I was 19. It showed me that a book can be funny as hell and deadly serious.","Funny,Book,Read"
"Lynda Barry","I need to be cheered up a lot. I think funny people are people who need to be cheered up.",Funny
"Roger Bart","It's kind of fun to be a clown. I've always played the clown. The clowns come on, get the biggest, juiciest laughs, and then leave.","Fun,Leave,Played"
"Syd Barrett","I think young people should have a lot of fun. But I never seem to have any.","Fun,Seem"
"Syd Barrett","Getting used to the studio and everything was fun, we freaked about alot. I was working very hard then.","Fun,Getting,Studio"
"Roland Barthes","I have tried to be as eclectic as I possibly can with my professional life, and so far it's been pretty fun.","Life,Fun,Pretty"
"Maria Bartiromo","I think that my biggest attribute to any success that I have had is hard work. There really is no substitute for working hard.","Success,Work,Biggest"
"Bruce Barton","Most successful men have not achieved their distinction by having some new talent or opportunity that was at hand.","Men,Successful,Talent"
"Skye McCole Bartusiak","There are lots of people I'd like to work with. It would be fun to be in a movie with Mary-Kate Olsen and Ashley Olsen.","Work,Fun,Movie"
"Carol Bartz","I manage through a sense of humor. We all work hard, and work has to be a really interesting, fun place. And that has to start at the top.","Work,Humor,Fun"
"Carol Bartz","The most successful company in Silicon Valley is Apple, and they're the most secretive.","Successful,Company,Apple"
"Bernard Baruch","Most of the successful people I've known are the ones who do more listening than talking.","Successful,Talking,Known"
"Mikhail Baryshnikov","Every ballet, whether or not successful artistically or with the public, has given me something important.","Successful,Public,Whether"
"David Alan Basche","You have to be careful what you say in front of comedy writers because they will absolutely make fun of it in the next episode.","Fun,Next,Comedy"
"Abu Bakar Bashir","Muslims must believe that all power, success and victory comes from God alone.","Religion,Success,God"
"Bonnie Bassler","I think being open-minded about what Nature is trying to tell you is the key to being creative and successful.","Nature,Successful,Creative"
"Shirley Bassey","You want success, and then when you do get it, you don't want it because of the attention.","Success,Attention"
"Bipasha Basu","My philosophy towards life is to enjoy it to the fullest and have fun. I am one of those 'laugh-out-loud' kinds. I am quirky, yet witty.","Life,Fun,Enjoy"
"Bryan Batt","It's funny... musical theater is what paid my rent and kept me going for the longest time.","Funny,Time,Paid"
"Charles Baudelaire","To the solemn graves, near a lonely cemetery, my heart like a muffled drum is beating funeral marches.","Heart,Lonely,Near"
"Vanessa Bayer","There are just so many funny kids and teenagers. They're just not aware of how funny they are.","Funny,Kids,Aware"
"Vicki Baum","A woman who is loved always has success.","Success,Woman,Loved"
"Michael Bay","I go out there to win. People don't care if you die in this business. The only way I get back is with success.","Success,Business,Care"
"Michael Bay","I allow a lot of room for improvisation and funny stuff. I always feel planned.","Funny,Stuff,Room"
"Kylie Bax","Most of my friends are male. Men are more fun.","Men,Fun,Friends"
"Adam Beach","I think with 'Skinwalkers,' the success of it spoke for itself. Meaning a lot of people wanted to see something new on television.","Success,Meaning,Television"
"Warren Beatty","You've achieved success in your field when you don't know whether what you're doing is work or play.","Success,Work,Whether"
"Warren Beatty","Movies are fun, but they're not a cure for cancer.","Movies,Fun,Cancer"
"Anne Beatts","I was attracted to people who were funny because I wanted to be in that world.","Funny,Attracted"
"Swizz Beatz","It's all positive energy from me, man.","Positive,Energy"
"Jeff Beck","If you were to plot my success or failure, it goes, it very seldom stays on a high plateau.","Success,Failure,High"
"Bernard Beckett","The successful Idea travels from mind to mind, claiming new territory, mutating as it goes.","Mind,Successful,Idea"
"Victoria Beckham","I'm a very driven, ambitious, positive person. But I'm a spiritual person as well.","Positive,Spiritual,Ambitious"
"Samuel Beckett","Nothing is funnier than unhappiness, I grant you that. Yes, yes, it's the most comical thing in the world.","Yes,Grant,Funnier"
"Henry Ward Beecher","Our best successes often come after our greatest disappointments.","Failure,Best,Greatest"
"Glenn Beck","Without failure there is no sweetness in success. There's no understanding of it.","Success,Failure,Sweetness"
"Glenn Beck","When did it become a problem to be a small businessman and become successful? The small businessman - like my father, or like me?","Business,Successful,Father"
"Antony Beevor","Historical truth and the marketing needs of the movie and television industry remain fundamentally incompatible.","Truth,Movie,Needs"
"Paul Begala","I'm a Catholic, but I used to love going to Vacation Bible School with my fundamentalist friends.","Love,Friends,Bible"
"Yves Behar","If you don't love something, it's not functional, in my opinion.","Love,Opinion,Functional"
"Jason Behr","If you're playing basketball with someone who's better than you, you have to get better or else it's no fun.","Fun,Playing,Basketball"
"Jason Behr","If I could be in any band, I think it would have to be The Beatles. That would have been a lot of fun.","Fun,Band,Beatles"
"Michael Behe","As can be seen even by this limited number of examples proteins carry out amazingly diverse functions.","Seen,Number,Carry"
"Michael Behe","In order to say that some function is understood, every relevant step in the process must be elucidated.","Order,Process,Step"
